a.R.eye,887,55,01_frame003975.jpg,1920,1080
a.L.eye,915,58,01_frame003975.jpg,1920,1080
a.R.shoulder,754,136,01_frame003975.jpg,1920,1080
a.L.shoulder,925,100,01_frame003975.jpg,1920,1080
a.R.elbow,709,311,01_frame003975.jpg,1920,1080
a.L.elbow,981,226,01_frame003975.jpg,1920,1080
a.R.wrist,804,318,01_frame003975.jpg,1920,1080
a.L.wrist,1083,268,01_frame003975.jpg,1920,1080
a.R.knee,780,374,01_frame003975.jpg,1920,1080
a.L.knee,1062,308,01_frame003975.jpg,1920,1080
a.R.ankle,1010,419,01_frame003975.jpg,1920,1080
i.L.eye,894,221,01_frame003975.jpg,1920,1080
i.R.eye,875,237,01_frame003975.jpg,1920,1080
i.L.shoulder,910,249,01_frame003975.jpg,1920,1080
i.R.shoulder,839,306,01_frame003975.jpg,1920,1080
i.L.wrist,943,292,01_frame003975.jpg,1920,1080
i.R.wrist,929,356,01_frame003975.jpg,1920,1080
i.R.wrist,929,318,01_frame003975.jpg,1920,1080
i.L.ankle,1000,365,01_frame003975.jpg,1920,1080
i.R.ankle,981,424,01_frame003975.jpg,1920,1080
a.L.shoulder,407,188,01_frame006873.jpg,1920,1080
a.R.shoulder,567,282,01_frame006873.jpg,1920,1080
a.R.elbow,589,422,01_frame006873.jpg,1920,1080
a.R.hip,537,441,01_frame006873.jpg,1920,1080
i.L.eye,856,367,01_frame006873.jpg,1920,1080
i.L.shoulder,899,374,01_frame006873.jpg,1920,1080
i.L.elbow,901,422,01_frame006873.jpg,1920,1080
i.L.hip,934,417,01_frame006873.jpg,1920,1080
i.L.knee,915,448,01_frame006873.jpg,1920,1080
i.L.ankle,913,486,01_frame006873.jpg,1920,1080
i.L.wrist,856,415,01_frame006873.jpg,1920,1080
i.R.knee,991,481,01_frame006873.jpg,1920,1080
i.R.ankle,1043,436,01_frame006873.jpg,1920,1080
a.R.wrist,449,62,01_frame008940.jpg,1920,1080
a.R.hip,352,15,01_frame008940.jpg,1920,1080
a.L.hip,109,20,01_frame008940.jpg,1920,1080
a.R.knee,463,372,01_frame008940.jpg,1920,1080
a.L.knee,258,429,01_frame008940.jpg,1920,1080
a.L.ankle,194,701,01_frame008940.jpg,1920,1080
a.R.shoulder,471,708,02_frame000363.jpg,1920,1080
a.R.wrist,593,661,02_frame000363.jpg,1920,1080
a.R.hip,201,1025,02_frame000363.jpg,1920,1080
a.R.knee,608,847,02_frame000363.jpg,1920,1080
i.L.eye,750,739,02_frame000363.jpg,1920,1080
i.L.shoulder,870,758,02_frame000363.jpg,1920,1080
i.L.elbow,863,836,02_frame000363.jpg,1920,1080
i.L.wrist,778,876,02_frame000363.jpg,1920,1080
i.L.knee,894,907,02_frame000363.jpg,1920,1080
i.L.hip,925,795,02_frame000363.jpg,1920,1080
i.R.elbow,700,760,02_frame000363.jpg,1920,1080
i.R.wrist,662,784,02_frame000363.jpg,1920,1080
a.R.elbow,340,98,02_frame000408.jpg,1920,1080
a.R.hip,248,140,02_frame000408.jpg,1920,1080
a.R.knee,199,590,02_frame000408.jpg,1920,1080
a.L.knee,95,706,02_frame000408.jpg,1920,1080
a.R.ankle,218,826,02_frame000408.jpg,1920,1080
a.L.ankle,196,1065,02_frame000408.jpg,1920,1080
i.L.shoulder,906,701,02_frame000408.jpg,1920,1080
i.L.elbow,948,774,02_frame000408.jpg,1920,1080
i.L.wrist,889,847,02_frame000408.jpg,1920,1080
i.R.wrist,754,758,02_frame000408.jpg,1920,1080
i.R.hip,813,795,02_frame000408.jpg,1920,1080
i.L.knee,868,909,02_frame000408.jpg,1920,1080
i.R.knee,780,854,02_frame000408.jpg,1920,1080
i.R.elbow,787,713,02_frame000408.jpg,1920,1080
a.R.eye,511,554,02_frame000825.jpg,1920,1080
a.R.shoulder,329,653,02_frame000825.jpg,1920,1080
a.R.elbow,376,951,02_frame000825.jpg,1920,1080
a.R.hip,170,1015,02_frame000825.jpg,1920,1080
a.L.eye,541,549,02_frame000825.jpg,1920,1080
a.L.knee,556,698,02_frame000825.jpg,1920,1080
i.L.eye,929,635,02_frame000825.jpg,1920,1080
i.R.eye,899,637,02_frame000825.jpg,1920,1080
i.L.shoulder,951,691,02_frame000825.jpg,1920,1080
i.L.elbow,974,784,02_frame000825.jpg,1920,1080
i.L.wrist,891,831,02_frame000825.jpg,1920,1080
i.R.shoulder,816,680,02_frame000825.jpg,1920,1080
i.R.elbow,780,753,02_frame000825.jpg,1920,1080
i.R.wrist,813,791,02_frame000825.jpg,1920,1080
i.L.ankle,825,949,02_frame000825.jpg,1920,1080
a.L.eye,1615,500,03_frame000756.jpg,1920,1080
a.L.shoulder,1733,587,03_frame000756.jpg,1920,1080
a.L.wrist,1490,663,03_frame000756.jpg,1920,1080
i.L.hip,839,1020,03_frame000756.jpg,1920,1080
i.R.hip,700,982,03_frame000756.jpg,1920,1080
i.L.knee,913,1055,03_frame000756.jpg,1920,1080
i.L.ankle,903,985,03_frame000756.jpg,1920,1080
i.R.ankle,771,921,03_frame000756.jpg,1920,1080
a.L.eye,563,559,03_frame002112.jpg,1920,1080
a.L.shoulder,714,656,03_frame002112.jpg,1920,1080
a.L.elbow,681,880,03_frame002112.jpg,1920,1080
a.L.wrist,532,1032,03_frame002112.jpg,1920,1080
a.L.hip,806,885,03_frame002112.jpg,1920,1080
a.L.knee,527,916,03_frame002112.jpg,1920,1080
a.L.ankle,158,1048,03_frame002112.jpg,1920,1080
a.R.shoulder,674,528,03_frame002112.jpg,1920,1080
a.R.elbow,627,724,03_frame002112.jpg,1920,1080
a.R.knee,551,753,03_frame002112.jpg,1920,1080
a.R.wrist,560,845,03_frame002112.jpg,1920,1080
a.R.ankle,227,814,03_frame002112.jpg,1920,1080
i.R.shoulder,118,847,03_frame002112.jpg,1920,1080
i.R.elbow,180,914,03_frame002112.jpg,1920,1080
a.R.shoulder,92,573,03_frame006867.jpg,1920,1080
a.R.elbow,113,833,03_frame006867.jpg,1920,1080
a.R.wrist,274,824,03_frame006867.jpg,1920,1080
a.R.hip,59,918,03_frame006867.jpg,1920,1080
a.R.knee,400,852,03_frame006867.jpg,1920,1080
a.R.ankle,660,930,03_frame006867.jpg,1920,1080
a.L.wrist,281,627,03_frame006867.jpg,1920,1080
a.R.eye,232,474,03_frame006867.jpg,1920,1080
a.L.ankle,336,980,03_frame006867.jpg,1920,1080
a.L.knee,426,814,03_frame006867.jpg,1920,1080
a.R.eye,830,840,04_frame004785.jpg,1920,1080
a.L.eye,875,812,04_frame004785.jpg,1920,1080
a.R.shoulder,688,1058,04_frame004785.jpg,1920,1080
