a.R.shoulder,324,725,01_frame005484.jpg,1920,1080
a.R.wrist,607,1016,01_frame005484.jpg,1920,1080
a.L.knee,451,755,01_frame005898.jpg,1920,1080
a.R.knee,65,820,01_frame005898.jpg,1920,1080
a.L.ankle,385,904,01_frame005898.jpg,1920,1080
a.L.elbow,302,904,01_frame005898.jpg,1920,1080
a.L.eye,44,729,01_frame005898.jpg,1920,1080
a.R.eye,1510,319,01_frame010344.jpg,1920,1080
a.R.shoulder,1394,423,01_frame010344.jpg,1920,1080
a.R.elbow,1479,563,01_frame010344.jpg,1920,1080
a.R.wrist,1577,603,01_frame010344.jpg,1920,1080
a.L.elbow,1579,378,01_frame010344.jpg,1920,1080
a.L.wrist,1638,322,01_frame010344.jpg,1920,1080
a.R.hip,1382,587,01_frame010344.jpg,1920,1080
a.L.hip,1543,542,01_frame010344.jpg,1920,1080
a.R.knee,1486,632,01_frame010344.jpg,1920,1080
i.L.shoulder,1205,998,01_frame010344.jpg,1920,1080
i.L.elbow,1223,1071,01_frame010344.jpg,1920,1080
i.R.shoulder,1290,910,01_frame010344.jpg,1920,1080
i.L.hip,1373,1059,01_frame010344.jpg,1920,1080
i.R.hip,1403,977,01_frame010344.jpg,1920,1080
a.R.shoulder,444,41,02_frame000219.jpg,1920,1080
a.R.elbow,481,413,02_frame000219.jpg,1920,1080
a.R.wrist,477,484,02_frame000219.jpg,1920,1080
a.R.hip,398,514,02_frame000219.jpg,1920,1080
a.L.hip,85,502,02_frame000219.jpg,1920,1080
a.R.knee,530,947,02_frame000219.jpg,1920,1080
a.L.knee,287,983,02_frame000219.jpg,1920,1080
a.L.shoulder,99,108,02_frame000219.jpg,1920,1080
i.L.eye,1357,546,02_frame000219.jpg,1920,1080
i.R.eye,1302,551,02_frame000219.jpg,1920,1080
i.R.shoulder,1234,571,02_frame000219.jpg,1920,1080
i.R.elbow,1204,694,02_frame000219.jpg,1920,1080
i.L.shoulder,1412,611,02_frame000219.jpg,1920,1080
i.L.elbow,1466,731,02_frame000219.jpg,1920,1080
i.L.wrist,1440,587,02_frame000219.jpg,1920,1080
i.R.ankle,1169,1040,02_frame000219.jpg,1920,1080
i.L.knee,1266,960,02_frame000219.jpg,1920,1080
a.L.eye,1080,446,02_frame006363.jpg,1920,1080
