a.R.eye,767,261,01_frame000132.jpg,1920,1080
a.R.shoulder,601,308,01_frame000132.jpg,1920,1080
a.R.elbow,625,548,01_frame000132.jpg,1920,1080
a.R.wrist,790,566,01_frame000132.jpg,1920,1080
a.R.knee,753,684,01_frame000132.jpg,1920,1080
a.L.eye,794,261,01_frame000132.jpg,1920,1080
a.L.shoulder,801,304,01_frame000132.jpg,1920,1080
a.L.knee,963,568,01_frame000132.jpg,1920,1080
a.L.ankle,819,768,01_frame000132.jpg,1920,1080
i.L.eye,792,441,01_frame000132.jpg,1920,1080
i.L.shoulder,841,499,01_frame000132.jpg,1920,1080
i.L.elbow,810,567,01_frame000132.jpg,1920,1080
i.L.wrist,780,495,01_frame000132.jpg,1920,1080
i.L.hip,803,603,01_frame000132.jpg,1920,1080
i.L.knee,738,567,01_frame000132.jpg,1920,1080
i.L.ankle,662,613,01_frame000132.jpg,1920,1080
i.R.eye,764,434,01_frame000132.jpg,1920,1080
i.R.ankle,617,604,01_frame000132.jpg,1920,1080
a.R.eye,1232,123,01_frame009531.jpg,1920,1080
a.R.shoulder,1200,180,01_frame009531.jpg,1920,1080
a.R.elbow,1265,214,01_frame009531.jpg,1920,1080
a.R.wrist,1307,199,01_frame009531.jpg,1920,1080
a.R.knee,1300,234,01_frame009531.jpg,1920,1080
a.L.elbow,1317,162,01_frame009531.jpg,1920,1080
a.L.wrist,1264,187,01_frame009531.jpg,1920,1080
i.L.shoulder,860,925,02_frame000585.jpg,1920,1080
i.R.shoulder,1021,1037,02_frame000585.jpg,1920,1080
i.R.wrist,1060,1077,02_frame000585.jpg,1920,1080
i.L.elbow,815,1016,02_frame000585.jpg,1920,1080
i.L.eye,590,643,02_frame003549.jpg,1920,1080
i.L.shoulder,703,690,02_frame003549.jpg,1920,1080
i.L.elbow,728,772,02_frame003549.jpg,1920,1080
i.L.wrist,638,779,02_frame003549.jpg,1920,1080
i.L.hip,720,797,02_frame003549.jpg,1920,1080
i.L.knee,722,852,02_frame003549.jpg,1920,1080
i.L.ankle,725,937,02_frame003549.jpg,1920,1080
i.R.shoulder,585,682,02_frame003549.jpg,1920,1080
i.R.ankle,518,921,02_frame003549.jpg,1920,1080
a.R.shoulder,73,550,02_frame003549.jpg,1920,1080
a.R.elbow,118,758,02_frame003549.jpg,1920,1080
a.R.hip,65,835,02_frame003549.jpg,1920,1080
a.R.knee,358,863,02_frame003549.jpg,1920,1080
a.L.knee,233,713,02_frame003549.jpg,1920,1080
a.R.eye,349,416,02_frame004968.jpg,1920,1080
a.R.shoulder,128,558,02_frame004968.jpg,1920,1080
a.R.elbow,143,828,02_frame004968.jpg,1920,1080
a.R.wrist,332,853,02_frame004968.jpg,1920,1080
a.R.knee,244,971,02_frame004968.jpg,1920,1080
a.L.shoulder,328,525,02_frame004968.jpg,1920,1080
a.L.elbow,324,711,02_frame004968.jpg,1920,1080
a.L.wrist,377,807,02_frame004968.jpg,1920,1080
a.L.knee,546,735,02_frame004968.jpg,1920,1080
i.R.eye,830,730,02_frame004968.jpg,1920,1080
i.R.shoulder,735,747,02_frame004968.jpg,1920,1080
i.R.hip,655,846,02_frame004968.jpg,1920,1080
i.R.knee,700,930,02_frame004968.jpg,1920,1080
i.L.eye,857,735,02_frame004968.jpg,1920,1080
i.L.wrist,864,857,02_frame004968.jpg,1920,1080
